Sale Date,Seller Name,Product Sold,Units,Money Received
2022-08-05,Jerry Fren,Stapler,56,6795.6
2022-11-06,Don Finn,Stapler,25,276.5
2022-09-01,John Doe,Desk,6,373.26
2022-08-13,Baby Lo,Pen,74,9238.9
2023-02-24,David Wilson,Notebook,20,2791.2
2022-09-29,Don Finn,Notebook,80,10476.0
2023-06-07,Jerry Fren,Stapler,99,1067.22
2023-03-25,John Doe,Stapler,56,1394.4
2022-06-29,Jane Smith,Highlighter,18,473.22
2023-01-12,Don Finn,Desk,53,129216.65
2023-03-22,Jerry Fren,Desk,54,656.1
2023-06-10,David Wilson,Highlighter,85,12485.65
2022-09-09,Don Finn,Notebook,76,10244.04
2022-07-24,Jerry Fren,Stapler,91,22698.13
2022-09-10,Emily Brown,Stapler,12,1744.32
2023-05-30,David Wilson,Highlighter,56,3574.48
2023-01-27,Michael Johnson,Stapler,94,234528.12
2023-06-10,Jane Smith,Notebook,70,10449.6
2022-06-29,Michael Johnson,Stapler,86,5293.3
2022-07-15,Emily Brown,Notebook,2,282.22
2023-02-03,Jane Smith,Stapler,65,1457.3
2022-09-26,Jane Smith,Pencil,11,687.5
2023-06-02,Baby Lo,Pen,45,118492.2
2022-07-05,Jane Smith,Notebook,92,221090.72
2023-03-05,Jerry Fren,Notebook,12,2428.56
2023-02-14,Don Finn,Desk,25,291.25
2023-05-18,Michael Johnson,Pen,45,2553.3
2022-12-02,John Doe,Pencil,20,4849.2
2023-05-14,Jerry Fren,Pencil,39,5114.85
2022-12-12,David Wilson,Pencil,98,24067.82
2023-04-18,Jane Smith,Highlighter,94,13433.54
2023-05-15,Jane Smith,Notebook,3,35.16
2022-09-27,Emily Brown,Stapler,63,4101.3
2023-05-18,John Doe,Stapler,59,696.79
2022-08-06,Michael Johnson,Desk,54,3618.54
2023-01-19,John Doe,Stapler,40,114222.4
2022-12-30,Michael Johnson,Notebook,82,123342.76
2022-09-02,Emily Brown,Pencil,74,1632.44
2022-12-27,John Doe,Pen,16,469.28
2022-10-08,Jane Smith,Notebook,42,495.6
2022-11-05,Jerry Fren,Highlighter,87,1050.09
2023-02-17,John Doe,Notebook,72,1839.6
2022-11-28,Jane Smith,Pen,47,10530.82
2023-03-31,John Doe,Desk,54,1344.06
2023-03-12,Don Finn,Pen,57,8332.26
2023-03-25,John Doe,Desk,71,146352.3
2023-03-18,Don Finn,Stapler,5,124.7
2022-12-16,Jane Smith,Pen,11,1447.49
2023-03-17,Jane Smith,Highlighter,83,19497.53
2022-12-06,Michael Johnson,Highlighter,16,195.52
2022-06-29,Emily Brown,Desk,35,1047.55
2022-09-24,Michael Johnson,Pencil,56,7028.56
2023-06-05,Jane Smith,Pen,38,490.58
2023-02-25,Jane Smith,Pencil,9,20741.22
2023-05-14,David Wilson,Notebook,89,4637.79
2022-10-26,David Wilson,Pen,36,84530.52
2022-08-22,John Doe,Pen,27,1488.51
2023-06-08,Don Finn,Stapler,31,658.75
2022-11-17,Baby Lo,Notebook,20,2972.2
2022-10-24,Baby Lo,Pencil,94,6064.88
2022-11-18,Don Finn,Stapler,82,4634.64
2022-11-30,Baby Lo,Stapler,27,1396.17
2022-06-29,Baby Lo,Pencil,65,168223.25
2022-09-24,John Doe,Notebook,7,198.38
2022-09-06,Jerry Fren,Stapler,96,1980.48
2022-10-19,Baby Lo,Stapler,84,992.04
2022-09-10,Emily Brown,Notebook,67,104136.09
2022-11-18,David Wilson,Stapler,80,18133.6
2023-02-17,Michael Johnson,Pen,36,95374.8
2023-01-04,Baby Lo,Desk,10,27755.7
2022-07-11,David Wilson,Highlighter,93,13691.46
2023-05-14,Jerry Fren,Desk,16,984.8
2022-12-06,Baby Lo,Notebook,97,2743.16
2022-09-07,John Doe,Highlighter,25,39269.0
2023-05-24,Baby Lo,Stapler,84,20766.48
2023-05-21,John Doe,Pen,19,201.02
2023-05-08,David Wilson,Pen,43,2220.95
2022-08-29,Don Finn,Desk,17,3817.52
2023-05-03,Michael Johnson,Notebook,30,3767.7
2022-11-15,Don Finn,Pencil,12,27065.76
2022-12-19,Michael Johnson,Pencil,75,182832.0
2023-04-23,Baby Lo,Desk,54,1604.34
2022-11-07,Don Finn,Stapler,69,14602.47
2023-04-03,Baby Lo,Highlighter,9,111.15
2022-10-30,Jane Smith,Pen,98,2786.14
2023-03-15,Emily Brown,Highlighter,89,912.25
2022-07-18,David Wilson,Desk,79,10845.12
2022-07-05,John Doe,Highlighter,55,97573.85
2023-05-08,Baby Lo,Pen,34,1874.42
2022-08-07,Don Finn,Stapler,19,2423.26
2022-07-07,Baby Lo,Stapler,41,8926.11
2023-06-03,John Doe,Pencil,37,67485.41
2022-10-20,Don Finn,Pen,28,1614.48
2023-03-01,Jane Smith,Pencil,78,5104.32
2023-03-23,Jerry Fren,Highlighter,11,296.78
2022-09-11,Michael Johnson,Notebook,44,9140.12
2023-01-15,Michael Johnson,Notebook,22,1358.28
2023-02-21,Emily Brown,Pen,4,11772.88
2023-03-13,John Doe,Pencil,42,8846.88
2022-10-12,Michael Johnson,Notebook,82,4163.96
2022-08-14,Emily Brown,Stapler,2,50.32
2022-09-28,Emily Brown,Pen,47,569.17
2023-03-28,Don Finn,Notebook,88,1034.0
2022-11-21,Jerry Fren,Stapler,19,518.13
2023-01-28,Emily Brown,Highlighter,37,65953.61
2023-01-30,Baby Lo,Notebook,37,439.93
2023-02-21,Don Finn,Pencil,20,201.6
2023-05-24,Baby Lo,Pencil,29,361.34
2022-09-27,Jerry Fren,Stapler,85,196498.75
2022-11-22,Don Finn,Stapler,8,431.36
2023-01-23,David Wilson,Stapler,100,1231.0
2022-09-30,Michael Johnson,Pen,68,14505.76
2022-12-21,John Doe,Notebook,93,6419.79
2022-10-16,Don Finn,Desk,74,4282.38
2022-12-26,Baby Lo,Desk,77,5195.19
2023-04-17,Jane Smith,Pencil,4,94.52
2022-12-08,Jerry Fren,Highlighter,66,3696.0
2022-10-12,Michael Johnson,Desk,81,18750.69
2023-03-03,Baby Lo,Stapler,43,2591.61
2022-08-14,Michael Johnson,Pencil,46,517.96
2022-12-30,Baby Lo,Pencil,42,68413.38
2022-07-22,Michael Johnson,Pencil,2,262.22
2023-02-24,Jerry Fren,Stapler,26,6289.92
2023-02-16,Jerry Fren,Highlighter,71,1743.76
2022-07-27,Don Finn,Highlighter,51,608.94
2023-06-08,Michael Johnson,Pencil,17,383.86
2023-01-07,Jerry Fren,Desk,4,43.76
2022-09-16,Jerry Fren,Notebook,94,22269.54
2022-11-16,Michael Johnson,Stapler,11,115.94
2023-06-04,Baby Lo,Highlighter,55,120707.95
2022-07-27,John Doe,Highlighter,42,9722.58
2022-08-09,Baby Lo,Highlighter,90,4895.1
2022-06-29,Don Finn,Notebook,85,10313.9
2022-08-09,Jane Smith,Stapler,41,8247.97
2023-04-24,John Doe,Pen,69,9982.92
2022-09-27,Emily Brown,Pen,56,13287.68
2023-06-10,Don Finn,Stapler,80,933.6
2023-03-04,John Doe,Notebook,33,84931.44
2023-04-10,Baby Lo,Pencil,42,9475.2
2023-02-10,David Wilson,Pen,44,979.0
2023-03-23,Emily Brown,Desk,38,5299.86
2023-03-09,David Wilson,Pencil,67,130339.79
2022-11-10,Jane Smith,Pencil,65,3857.75
2022-07-06,Baby Lo,Desk,96,6011.52
2022-12-30,Jane Smith,Notebook,2,444.9
2022-08-02,Jane Smith,Pen,74,9251.48
2023-04-10,Jane Smith,Highlighter,79,978.81
2023-01-06,Emily Brown,Desk,78,5397.6
2023-02-16,Baby Lo,Stapler,88,12270.72
2023-03-11,David Wilson,Highlighter,21,252.21
2022-11-01,Jane Smith,Desk,6,1382.94
2022-07-25,John Doe,Stapler,73,2141.82
2023-04-05,Jerry Fren,Pen,25,57530.25
2023-06-02,Emily Brown,Desk,20,589.4
2023-04-04,Michael Johnson,Stapler,99,21192.93
2023-05-24,John Doe,Desk,87,2365.53
2022-07-07,Don Finn,Highlighter,20,232.0
2023-02-17,Jerry Fren,Highlighter,41,2583.82
2022-09-04,Michael Johnson,Notebook,85,246403.95
2023-03-30,John Doe,Pencil,94,253933.48
2022-07-12,Jerry Fren,Pencil,100,286514.0
2022-07-09,John Doe,Highlighter,88,17630.8
2023-05-24,John Doe,Pencil,15,394.8
2023-03-29,John Doe,Pencil,49,6744.85
2022-06-22,Jerry Fren,Highlighter,90,179285.4
2023-03-25,Michael Johnson,Desk,58,750.52
2023-05-06,Don Finn,Pen,5,120.25
2023-03-31,Jane Smith,Desk,47,3139.13
2022-11-16,Don Finn,Pencil,5,617.1
2022-08-24,Michael Johnson,Notebook,21,5078.85
2023-04-06,David Wilson,Highlighter,71,4114.45
2023-05-23,Jane Smith,Highlighter,54,1333.8
2023-06-17,Jane Smith,Pencil,35,8164.8
2023-02-25,Jerry Fren,Desk,74,18268.38
2023-05-09,Michael Johnson,Desk,58,580.0
2022-11-12,Don Finn,Pen,49,7222.11
2022-06-23,David Wilson,Notebook,82,12260.64
2023-05-02,Baby Lo,Pencil,47,9596.93
2022-11-06,David Wilson,Pen,80,193613.6
2023-05-14,Don Finn,Stapler,27,3798.9
2022-08-23,Emily Brown,Desk,30,2076.3
2022-11-15,Michael Johnson,Notebook,77,4229.61
2023-04-18,Jane Smith,Highlighter,85,1056.55
2023-01-24,Jane Smith,Pen,83,19689.26
2023-04-13,John Doe,Notebook,8,16748.16
2022-08-28,John Doe,Desk,51,7296.06
2023-02-26,Baby Lo,Pen,48,603.84
2022-10-09,Michael Johnson,Highlighter,10,548.3
2023-02-08,Jerry Fren,Pen,19,50397.31
2023-02-01,Baby Lo,Pen,99,2166.12
2022-11-06,Don Finn,Stapler,63,15501.15
2023-03-11,Don Finn,Pen,11,2210.45
2023-03-31,David Wilson,Desk,3,153.57
2023-05-16,John Doe,Pen,7,431.41
2022-10-09,Michael Johnson,Pen,26,3210.48
2022-06-22,Michael Johnson,Stapler,94,12550.88
2023-05-30,John Doe,Pen,49,9821.56
2023-03-13,Emily Brown,Stapler,8,203.36
2023-04-09,Jane Smith,Highlighter,10,293.7
2022-08-15,Emily Brown,Pencil,27,683.1
2023-01-27,Michael Johnson,Notebook,80,1026.4
2022-10-13,Jane Smith,Pen,91,5840.38
2023-02-25,Jerry Fren,Stapler,74,1832.98
2022-07-30,Michael Johnson,Pen,54,1227.96
2022-08-09,Jane Smith,Desk,18,1000.62
2022-11-20,John Doe,Desk,11,112.75
2022-10-28,Jane Smith,Stapler,73,17224.35
2022-08-19,John Doe,Notebook,68,14420.08
2023-01-24,David Wilson,Stapler,75,4176.75
2022-07-08,David Wilson,Stapler,66,16356.78
2023-02-25,Jerry Fren,Notebook,97,14037.84
2022-12-03,Michael Johnson,Pencil,79,209565.67
2022-08-25,Michael Johnson,Highlighter,39,9202.44
2023-03-25,Baby Lo,Pencil,96,228557.76
2022-08-12,Jerry Fren,Notebook,79,1980.53
2022-11-03,John Doe,Highlighter,50,6001.0
2023-01-31,Michael Johnson,Pencil,70,1563.1
2022-07-29,Michael Johnson,Notebook,27,69301.44
2022-10-27,Jerry Fren,Pen,41,9787.52
2023-06-13,David Wilson,Pencil,82,12198.32
2022-10-14,Emily Brown,Notebook,61,738.71
2022-07-14,Emily Brown,Pencil,80,11864.0
2023-02-21,David Wilson,Highlighter,25,3251.5
2022-08-27,Michael Johnson,Desk,47,2398.88
2022-08-09,Michael Johnson,Notebook,51,12284.88
2022-09-19,Emily Brown,Stapler,8,1650.88
2023-01-16,David Wilson,Highlighter,25,5648.0
2023-03-25,Jane Smith,Pencil,20,48708.6
2023-06-08,Emily Brown,Pen,62,698.74
2023-05-07,Don Finn,Notebook,26,1581.84
2023-02-22,Don Finn,Pen,86,4619.06
2023-03-07,Emily Brown,Notebook,27,3489.21
2023-03-17,Jerry Fren,Highlighter,61,13024.11
2023-03-22,Emily Brown,Stapler,77,858.55
2023-06-13,Emily Brown,Desk,83,11897.22
2022-07-27,David Wilson,Highlighter,79,163708.54
2022-08-13,Michael Johnson,Desk,58,11690.48
2023-02-21,Baby Lo,Stapler,23,5298.97
2022-12-11,John Doe,Notebook,49,1201.97
2022-12-30,John Doe,Desk,38,60754.02
2023-02-01,Emily Brown,Highlighter,37,2516.74
2023-05-25,Jane Smith,Pen,34,4879.0
2023-04-06,Baby Lo,Desk,26,1684.28
2023-04-24,Jane Smith,Pencil,32,335.68
2022-07-16,John Doe,Pen,40,1159.6
2022-07-23,Baby Lo,Notebook,16,2122.56
2022-07-04,Don Finn,Pencil,43,2779.09
2022-08-28,Emily Brown,Pencil,33,2173.38
2022-11-22,Baby Lo,Highlighter,81,235622.52
2022-08-21,Emily Brown,Desk,32,324.16
2023-03-01,Don Finn,Pen,50,81118.0
2022-09-15,Don Finn,Stapler,32,2137.28
2022-07-24,David Wilson,Pen,27,3577.5
2023-02-25,John Doe,Stapler,33,67422.63
2022-07-15,Baby Lo,Notebook,3,194.13
2022-10-19,Michael Johnson,Desk,10,2422.8
2023-05-27,Emily Brown,Stapler,82,5680.14
2022-10-13,Emily Brown,Stapler,66,8598.48
2023-05-10,Jerry Fren,Highlighter,59,721.57
2022-10-16,Jane Smith,Pen,63,15485.4
2022-07-28,Jane Smith,Highlighter,36,7836.48
2022-08-22,John Doe,Pencil,87,10476.54
2022-11-07,Jane Smith,Pencil,66,162622.68
2022-11-28,David Wilson,Desk,1,68.35
2023-02-11,Baby Lo,Notebook,33,57992.55
2022-12-05,David Wilson,Notebook,43,557.28
2023-05-24,Michael Johnson,Notebook,27,3246.48
2023-04-14,David Wilson,Pencil,93,2207.82
2023-02-12,Jerry Fren,Desk,18,953.64
2023-05-10,David Wilson,Pencil,23,247.02
2023-02-18,David Wilson,Desk,88,11016.72
2022-07-22,Jerry Fren,Notebook,33,7919.67
2023-03-16,John Doe,Highlighter,49,2676.87
2022-09-03,Baby Lo,Stapler,3,402.57
2023-05-09,Jane Smith,Notebook,70,17073.0
2022-12-17,Don Finn,Notebook,41,882.73
2023-03-12,Don Finn,Highlighter,86,5811.02
2023-04-20,Jerry Fren,Pen,91,4671.03
2023-05-29,Jerry Fren,Stapler,45,2962.35
2023-04-04,Emily Brown,Notebook,42,9605.82
2022-10-13,John Doe,Highlighter,95,12902.9
2023-06-11,Emily Brown,Desk,13,1607.19
2022-10-16,John Doe,Desk,35,364.35
2022-07-14,David Wilson,Pencil,2,492.48
2023-04-28,Michael Johnson,Pencil,69,4177.95
2023-04-02,Baby Lo,Pencil,64,815.36
2023-03-27,Baby Lo,Highlighter,57,1254.0
2023-01-12,David Wilson,Stapler,57,1353.75
2022-12-18,Jerry Fren,Highlighter,55,7123.6
2023-05-12,David Wilson,Highlighter,37,466.94
2022-11-24,Emily Brown,Stapler,68,856.8
2022-11-14,John Doe,Desk,79,921.14
2023-04-23,Emily Brown,Desk,14,2019.22
2022-11-20,Michael Johnson,Stapler,66,9330.42
2023-03-18,Emily Brown,Pencil,40,2677.6
2022-12-26,Emily Brown,Pen,66,192117.42
2022-12-19,Jerry Fren,Desk,55,1262.25
2023-05-18,Don Finn,Pencil,33,1913.67
2023-06-12,Baby Lo,Highlighter,37,73737.67
2022-11-10,Don Finn,Notebook,8,187.36
2023-01-29,Baby Lo,Pencil,12,273.96
2023-06-19,Baby Lo,Notebook,23,497.26
2023-02-09,John Doe,Notebook,8,80.64
2023-02-15,Jane Smith,Pen,5,320.65
2022-11-27,Jerry Fren,Pencil,34,86029.86
2023-04-07,David Wilson,Highlighter,31,7193.24
2022-11-10,Baby Lo,Desk,95,1232.15
2023-04-24,Jerry Fren,Pen,40,493.2
2023-06-07,Don Finn,Desk,49,10838.31
2023-01-04,Baby Lo,Highlighter,100,12403.0
2023-05-06,Jerry Fren,Pencil,64,169399.68
2023-05-12,John Doe,Notebook,73,8787.01
2022-07-24,Jane Smith,Notebook,46,546.94
2022-06-20,Baby Lo,Pencil,100,2432.0
2023-03-13,David Wilson,Highlighter,72,5024.16
2023-06-03,Don Finn,Desk,92,18792.84
2022-08-31,John Doe,Desk,60,3779.4
2023-01-16,John Doe,Desk,38,397.86
2023-02-06,David Wilson,Stapler,91,5463.64
2023-03-19,Jane Smith,Notebook,29,1816.27
2023-04-11,Jane Smith,Desk,78,17847.18
2023-04-11,Jerry Fren,Highlighter,73,15822.75
2023-04-28,John Doe,Pen,65,14860.95
2022-07-26,John Doe,Pencil,24,637.68
2022-11-24,Baby Lo,Notebook,36,5051.88
2022-12-19,Emily Brown,Highlighter,80,17838.4
2023-06-05,John Doe,Pen,14,3274.88
2023-04-18,Don Finn,Notebook,72,2015.28
2023-05-30,Jerry Fren,Desk,93,6414.21
2023-03-14,Baby Lo,Highlighter,62,1612.0
2022-06-22,Jerry Fren,Stapler,96,1158.72
2023-05-06,Jane Smith,Pen,31,866.45
2022-10-18,Jane Smith,Notebook,52,11609.0
2023-02-11,Don Finn,Pen,98,2668.54
2023-05-01,Jane Smith,Desk,55,7277.6
2023-04-26,Jane Smith,Notebook,79,19599.9
2022-10-14,Emily Brown,Desk,30,1787.4
2022-12-13,Jane Smith,Stapler,82,2202.52
2023-03-17,Jerry Fren,Pen,76,807.88
2022-08-31,Michael Johnson,Desk,18,38989.8
2022-08-16,Michael Johnson,Notebook,36,412.56
2023-04-25,David Wilson,Highlighter,10,19063.4
2022-11-19,Jerry Fren,Pen,31,3755.96
2022-10-04,Baby Lo,Highlighter,4,43.16
2022-08-07,John Doe,Notebook,33,856.02
2023-06-12,David Wilson,Pencil,81,4173.12
2022-07-15,John Doe,Stapler,13,824.98
2023-03-31,David Wilson,Desk,19,1063.81
2022-10-15,John Doe,Notebook,11,1510.96
2022-10-06,John Doe,Pencil,56,580.16
2022-09-01,Don Finn,Stapler,77,174437.34
2022-07-31,Don Finn,Stapler,76,130954.84
2022-10-13,Michael Johnson,Notebook,50,3364.5
2023-05-16,Don Finn,Highlighter,28,595.0
2023-02-20,David Wilson,Pencil,63,3967.74
2022-08-13,Jerry Fren,Pencil,40,2265.6
2022-12-20,John Doe,Pen,73,4021.57
2023-03-27,Jane Smith,Notebook,96,159700.8
2022-10-21,Jerry Fren,Desk,68,8843.4
2023-02-19,Jerry Fren,Pen,58,7934.98
2022-09-22,Don Finn,Desk,10,1335.9
2023-03-28,David Wilson,Stapler,1,29.63
2023-04-07,David Wilson,Pencil,62,797.32
2022-09-12,Michael Johnson,Notebook,23,3412.28
2023-05-03,Baby Lo,Pencil,89,12160.96
2023-04-16,Emily Brown,Stapler,62,3962.42
2022-07-18,Jerry Fren,Stapler,96,2841.6
2022-10-02,Don Finn,Pencil,2,24.36
2023-04-28,John Doe,Pencil,53,566.57
2023-05-10,David Wilson,Notebook,76,4566.84
2023-01-25,Baby Lo,Stapler,44,1036.2
2022-06-27,David Wilson,Pen,97,5276.8
2022-07-09,Don Finn,Highlighter,80,5484.0
2023-02-15,Jane Smith,Pen,28,3879.96
2023-04-09,Jerry Fren,Notebook,37,424.02
2023-01-26,John Doe,Desk,30,6407.1
2023-03-06,Don Finn,Notebook,97,5913.12
2022-09-13,Baby Lo,Desk,55,596.2
2023-01-07,Jane Smith,Pen,69,174890.85
2023-02-27,Emily Brown,Pencil,33,756.69
2023-05-28,Baby Lo,Pen,25,283.5
2023-06-11,Michael Johnson,Pen,80,190417.6
2022-07-29,Jerry Fren,Highlighter,21,258.72
2022-07-18,Don Finn,Stapler,4,11859.76
2022-11-18,John Doe,Highlighter,75,10335.0
2022-09-20,Baby Lo,Highlighter,64,1658.24
2022-07-25,John Doe,Pen,58,1345.02
2022-11-09,John Doe,Pencil,73,10078.38
2023-03-17,David Wilson,Notebook,54,156099.96
2022-07-17,Michael Johnson,Desk,28,281.12
2022-08-28,Baby Lo,Pen,95,2138.45
2023-02-22,Baby Lo,Pencil,97,1153.33
2022-10-10,Michael Johnson,Pencil,7,1037.82
2023-04-28,Don Finn,Pen,88,21507.2
2022-09-15,Michael Johnson,Highlighter,91,910.91
2023-06-11,Michael Johnson,Desk,41,436.65
2023-01-02,Don Finn,Notebook,95,12085.9
2023-03-07,David Wilson,Notebook,47,1344.2
2023-05-01,Emily Brown,Stapler,35,4340.7
2023-05-23,Michael Johnson,Pen,82,146608.62
2022-10-25,Michael Johnson,Notebook,40,447.6
2023-02-07,Jerry Fren,Highlighter,98,6312.18
2023-02-08,John Doe,Notebook,22,1204.72
2023-03-26,Jane Smith,Notebook,61,4119.94
2022-09-02,David Wilson,Pen,11,118.36
2022-12-20,John Doe,Desk,80,17331.2
2023-06-02,Michael Johnson,Desk,85,5309.95
2023-03-09,David Wilson,Highlighter,52,10565.88
2023-04-16,Baby Lo,Stapler,54,134707.32
2023-06-17,Michael Johnson,Pencil,5,13459.95
2023-04-05,Jerry Fren,Notebook,54,611.82
2022-11-04,David Wilson,Highlighter,9,1857.69
2022-08-28,Baby Lo,Pen,71,15701.65
2023-04-23,Michael Johnson,Stapler,65,14066.65
2022-06-21,John Doe,Pencil,68,8881.48
2022-08-28,Don Finn,Desk,86,18679.2
2022-10-24,Jane Smith,Highlighter,95,2651.45
2023-05-01,David Wilson,Highlighter,69,3552.81
2022-07-07,John Doe,Desk,74,18050.82
2022-11-05,David Wilson,Pencil,60,1677.0
2022-10-05,Michael Johnson,Pencil,95,2242.0
2022-10-01,Michael Johnson,Pencil,22,3144.9
2022-09-09,Don Finn,Pencil,35,2319.45
2023-03-20,Baby Lo,Highlighter,60,7665.6
2022-09-22,John Doe,Pencil,46,6382.04
2023-05-19,Baby Lo,Highlighter,5,8021.15
2022-11-30,Jane Smith,Desk,91,938.21
2022-09-05,David Wilson,Pen,1,25.42
2023-03-27,Jane Smith,Pen,49,2476.95
2023-04-26,Baby Lo,Pencil,38,2213.5
2022-09-10,Emily Brown,Highlighter,19,191.9
2023-04-12,John Doe,Desk,9,112.32
2023-05-31,Baby Lo,Desk,42,2620.38
2023-03-28,Baby Lo,Pen,54,1095.66
2022-10-21,David Wilson,Stapler,56,7869.12
2023-01-01,Emily Brown,Highlighter,56,13516.16
2022-07-25,John Doe,Desk,39,2522.52
2022-10-22,Jane Smith,Highlighter,38,9412.6
2022-11-28,John Doe,Highlighter,99,5205.42
2023-04-02,Jerry Fren,Stapler,15,355.05
2022-08-28,Emily Brown,Pencil,27,341.55
2023-02-01,John Doe,Stapler,63,8297.1
2022-08-19,David Wilson,Stapler,21,230.37
2022-09-04,Baby Lo,Stapler,23,3310.39
2023-06-10,David Wilson,Pencil,79,4905.9
2023-05-03,Baby Lo,Pencil,31,791.43
2023-02-13,Michael Johnson,Highlighter,94,2474.08
2022-08-26,Michael Johnson,Pencil,75,858.75
2023-02-04,David Wilson,Desk,47,11485.39
2022-11-03,Jerry Fren,Pen,5,9644.15
2023-02-12,Don Finn,Notebook,58,1274.26
2022-08-01,Jane Smith,Stapler,63,169424.64
2023-03-07,John Doe,Pencil,41,89768.68
2022-08-22,Michael Johnson,Pen,16,3880.0
2022-07-02,Emily Brown,Pencil,29,3522.34
2022-10-27,Baby Lo,Desk,11,31264.53
2023-01-02,Don Finn,Notebook,91,6250.79
2022-11-18,Emily Brown,Pencil,95,1048.8
2023-04-28,Michael Johnson,Stapler,26,3578.64
2022-09-13,Emily Brown,Desk,15,846.9
2023-03-17,Baby Lo,Pen,88,1123.76
2023-04-26,David Wilson,Stapler,20,2711.6
2023-04-05,Jerry Fren,Notebook,5,12968.3
2023-03-15,Emily Brown,Pencil,16,2194.88
2022-10-19,David Wilson,Highlighter,64,180025.6
2022-10-08,Jerry Fren,Pen,75,771.75
2023-03-30,David Wilson,Stapler,90,20128.5
2022-12-28,Jerry Fren,Desk,66,737.88
2023-01-22,Michael Johnson,Desk,3,374.13
2023-04-27,John Doe,Stapler,17,479.4
2022-10-06,John Doe,Notebook,75,17787.75
2022-08-17,Emily Brown,Stapler,82,11947.4
2022-09-14,David Wilson,Pen,82,2430.48
2023-02-01,Emily Brown,Highlighter,65,1738.75
2022-12-21,Don Finn,Pencil,70,14457.8
2022-09-17,Emily Brown,Stapler,93,2553.78
2023-05-03,David Wilson,Pen,52,6602.96
2023-01-13,Jerry Fren,Notebook,43,471.71
2023-01-05,Don Finn,Pen,56,3291.12
2022-07-10,Don Finn,Highlighter,37,841.01
2022-12-25,Jerry Fren,Desk,42,91022.82
2023-05-10,Michael Johnson,Pen,80,19300.0
2022-10-25,Baby Lo,Notebook,67,8467.46
2023-03-30,Jerry Fren,Pen,18,978.3
2023-04-26,Jerry Fren,Stapler,60,7492.2
2022-06-28,Don Finn,Stapler,7,945.14
2023-04-03,Baby Lo,Pencil,57,656.64
2022-11-25,Jane Smith,Notebook,4,593.88
2023-04-04,Jerry Fren,Notebook,26,1696.24
2022-11-16,Michael Johnson,Pen,3,386.28
2023-06-20,Don Finn,Stapler,24,1604.88
2022-08-02,Baby Lo,Notebook,36,7625.16
2022-09-11,Baby Lo,Desk,19,4440.3
2023-01-12,Emily Brown,Stapler,71,4017.89
2023-06-08,Don Finn,Pencil,86,134518.62
2022-11-21,Baby Lo,Notebook,48,2632.8
2022-10-11,Jane Smith,Stapler,89,172566.55
2022-08-29,Baby Lo,Desk,44,531.96
2023-03-26,Baby Lo,Highlighter,99,13398.66
2022-07-28,Michael Johnson,Highlighter,44,9563.84
2022-09-10,John Doe,Pen,41,863.46
2023-04-04,David Wilson,Pen,39,9593.22
2023-04-27,Michael Johnson,Pencil,93,167821.29
2022-11-16,Don Finn,Pencil,43,101435.28
2023-01-05,Jane Smith,Stapler,89,5558.05
2023-06-10,Jerry Fren,Highlighter,18,39260.52
2022-07-26,Baby Lo,Stapler,82,929.88
2022-12-06,Jane Smith,Stapler,68,8912.08
2023-06-07,Don Finn,Stapler,28,6441.96
2022-07-28,Don Finn,Pen,20,250.0
2023-04-10,Don Finn,Highlighter,25,1632.5
2023-02-10,Baby Lo,Stapler,85,2183.65
2022-07-26,Baby Lo,Pen,84,1011.36
2022-11-07,Jane Smith,Notebook,19,1190.92
2023-01-12,Emily Brown,Notebook,12,31427.16
2022-06-21,Michael Johnson,Pen,73,134936.85
2023-03-18,Jerry Fren,Pencil,68,9084.12
2023-05-15,Emily Brown,Highlighter,12,129.72
2022-07-08,Jane Smith,Notebook,66,112448.82
2023-03-10,Baby Lo,Stapler,80,5118.4
2022-07-31,Emily Brown,Highlighter,36,89004.6
2023-03-12,Jane Smith,Stapler,38,5399.04
2023-03-12,Emily Brown,Desk,100,5920.0
2023-01-17,Baby Lo,Desk,46,1092.96
2022-06-22,Don Finn,Pen,1,29.49
2023-01-27,Jerry Fren,Highlighter,68,1667.36
2022-08-18,Michael Johnson,Notebook,36,107898.84
2023-05-02,Jerry Fren,Notebook,39,64318.41
2023-02-02,Jerry Fren,Highlighter,65,746.2
2023-02-07,Don Finn,Notebook,17,33175.16
2023-05-16,David Wilson,Notebook,33,78483.24
2022-07-02,Baby Lo,Stapler,94,1049.98
2022-08-02,Jane Smith,Highlighter,17,1148.01
2022-10-27,Jane Smith,Notebook,66,825.66
2023-05-31,Michael Johnson,Notebook,19,190.76
2022-09-10,Don Finn,Notebook,39,5217.03
2022-09-29,David Wilson,Notebook,27,328.32
2022-09-08,Don Finn,Highlighter,65,1690.0
2023-02-23,Jerry Fren,Notebook,18,2682.72
2022-11-23,Jerry Fren,Notebook,85,5897.3
2023-05-03,Jane Smith,Highlighter,80,228310.4
2023-04-12,Michael Johnson,Notebook,31,2150.78
2023-05-06,Baby Lo,Desk,95,259095.4
2023-01-04,Jane Smith,Pencil,35,845.95
2023-03-25,Jane Smith,Pencil,29,6797.31
2023-02-28,David Wilson,Notebook,6,14847.84
2023-05-24,Baby Lo,Pen,17,365.5
2022-09-08,Baby Lo,Pencil,78,4566.12
2022-12-17,David Wilson,Pen,79,2015.29
2023-04-01,David Wilson,Desk,85,17129.2
2022-11-01,David Wilson,Stapler,92,4684.64
